,Family,Genus,Species,Introduced..y.n.,Body.mass_Mean..g.,Total.body.Length_Mean..mm.,SVL_Mean..mm.,Longevity..days.,Limbs,Sociality,Sexual.maturity..days..,Gestation.length..days.,Litter.clutch.size,Litters.clutches.per.year,Weaning.age..days..,Plant..0.1.,Terrestrial.vertebrate..0.1.,Fish..0.1.,Invertebrate..0.1.,Carrion..0.1.,trophic_level,brain_mass_g,DigitsWebbed,DigitsClaws,DigitsFlippers,DigitsHooves,LocoAquatic,LocoArboreal,LocoFossorial,LocoGliding,LocoCursorial,LocoSaltation,LocoTerrestrial,day_active,night_active,crepuscular_active,niche_aerial,niche_arboreal,niche_ground,niche_marine,niche_scansorial
1,Pteropodidae,Acerodon,humilis,N,352.43,229.4133441,282.1752971,5627.010091,4,Gregarious,679.5725465,114.2072211,1.082064133,1.152905802,140.5395787,1,0,0,0,0,1.093957937,24.95101446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,Acrobatidae,Acrobates,frontalis,N,19,173,85,3464.175153,4,Solitary,381.0143473,23.01694387,1.849013756,1.540420242,102.4000801,1,0,0,1,0,1.933172222,1.898310771,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,Acrobatidae,Acrobates,pygmaeus,N,13,158,76.5,3212,4,Gregarious,272.11,25.12510992,3,2,99,1,0,0,1,0,2,0.874,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
4,Potoroidae,Aepyprymnus,rufescens,N,2820,723,379,4675.042,4,Solitary,345.41,22.9,1.015,3,162.535,1,0,0,0,0,1,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,Dasyuridae,Antechinomys,laniger,N,25.8,215,110,1277.5,4,Solitary,393.87,12,6,1.5,90.62,0,0,0,1,0,3,0.487,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6,Dasyuridae,Antechinus,adustus,N,30.5,213,115,730,4,Solitary,289.18,28,6,1,130,0,0,0,1,0,3,0.905,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
7,Dasyuridae,Antechinus,agilis,N,26.25,187,98,1974.042,4,Solitary,374.16,27.575,7.5,1,90,0,0,0,1,0,2,0.58,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8,Dasyuridae,Antechinus,argentus,N,52,198,99,1529.789979,4,Solitary,356.2412915,28.37954666,8,1,90,0,0,0,1,0,2.83055,0.823576822,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,Dasyuridae,Antechinus,arktos,N,81,250,132,1616.175319,4,Solitary,369.0369117,27.66979902,6,1.064297159,112.8109001,0,0,0,1,0,2.787365079,1.546458875,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10,Dasyuridae,Antechinus,bellus,N,36.365,248,114.62,1244.042,4,Solitary,396.83,30,10.08,1,96,0,0,0,1,0,3,0.653,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
11,Dasyuridae,Antechinus,flavipes,N,44.665,221,114.62,1423.5,4,Solitary,334.58,30,10,1,92.5,1,1,0,1,0,3,0.663,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
12,Dasyuridae,Antechinus,godmani,N,75.74,263,139,730,4,Solitary,374.16,30,6,1,125.84,0,1,0,1,0,3,2.109,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
13,Dasyuridae,Antechinus,leo,N,70.09,184,150,730,4,Solitary,396.83,30.99,9.095,1,100,0,0,0,1,0,3,0.777,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
14,Dasyuridae,Antechinus,mimetes,N,65,140,132,1587.407329,4,Solitary,360.2963403,30,10,1,90,0,0,0,1,0,2.877926984,1.230908406,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0
15,Dasyuridae,Antechinus,minimus,N,52.56,200,120,730,4,Solitary,361.77,29.27,7.19,1,90,0,0,0,1,0,3,0.767,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16,Dasyuridae,Antechinus,mysticus,N,33,206,107,1537.524388,4,Solitary,363.9759913,27.77818688,9,1,90,0,1,0,1,0,2.746787302,0.821507728,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
17,Dasyuridae,Antechinus,stuartii,N,27.85,200,106,1974.042,4,Solitary,329.99,28.15,6.945,1,92.5,0,0,0,1,0,3,0.787,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
18,Dasyuridae,Antechinus,subtropicus,N,59.5,210,115,1362.978991,4,Solitary,359.3259603,24.5,8,1,96.91630271,0,1,0,1,1,3,0.746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,Dasyuridae,Antechinus,swainsonii,N,58.69,236,175,1213.625,4,Solitary,319.37,28.845,8.12,1,94.5,0,1,0,1,0,3,1.129,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
20,Dasyuridae,Antechinus,vandycki,N,73,229,120,1829.69056,4,Solitary,378.5671898,26.86773594,6.911437397,1.097064619,120.2039908,0,0,0,1,0,2.668411905,1.483419913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,Bovidae,Antilope,cervicapra,Y,37500,1500,1225,8723.5,4,Gregarious,700.04,167.699,1,1.9,60,1,0,0,0,0,1.16265,159.5038984,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
22,Pteropodidae,Aproteles,bulmerae,N,623.91,245.47,288.906422,5733.882362,4,Gregarious,506.5229299,104.8742305,1,1,114.367412,0,0,0,1,0,2.90872381,25.40062384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Otariidae,Arctocephalus,forsteri,N,67979.43,1795.585,1084.375479,11169,4,Gregarious,2668.42,239.235,1,1,360,0,1,1,1,0,2,331.52,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,Otariidae,Arctocephalus,gazella,N,67979.43,1633.87,1090.00776,11169,4,Gregarious,1691.66,260.152,1,1,272.08,0,0,1,1,0,3,352.24,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
25,Otariidae,Arctocephalus,pusillus,N,127551,2119.665,1110.469907,11716.5,4,Gregarious,1698.17,357.83,1,1,354,0,0,1,0,0,3,382.673,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,Otariidae,Arctocephalus,tropicalis,N,71111.275,1210.08,1089.221517,8395,4,Gregarious,1538.68,357.623,1.2,1.05,272.08,0,0,1,1,0,2,337.995,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
27,Molossidae,Austronomus,australis,N,36.4,135,92,3870.600549,4,Gregarious,426.16,152.2,1,1,136.98,0,0,0,1,0,3,0.989,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,Cervidae,Axis,axis,Y,45500,1750,1400,7592,4,Gregarious,543.68,226.745,1.03,1.01,121.872,1,0,0,0,0,1,166.897,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29,Cervidae,Axis,porcinus,Y,37448.29,1750,1350,8358.5,4,Gregarious,464.04,226.748,1,1.054868726,182.308,1,0,0,0,0,1,119.433,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
30,Balaenopteridae,Balaenoptera,acutorostrata ,N,5500000,7800,1246.731135,24764.42435,2,Gregarious,1894.10139,322.3462593,0.999501187,0.598967675,241.1425481,0,0,0,1,0,2.968470635,3750.741671,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,Balaenopteridae,Balaenoptera,bonaerensis,N,1.30E+07,9800,1262.164869,26645,2,Gregarious,1985.119,304.4,1,1,167.34,0,0,1,1,0,3,4189.625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,Balaenopteridae,Balaenoptera,borealis,N,3.00E+07,19191.08,1258.840198,27010,2,Gregarious,3274.59,345.985,1.01,0.45,230.096,0,0,1,1,0,3,4900,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,Balaenopteridae,Balaenoptera,edeni,N,2.40E+07,14423.085,1247.431637,26280,2,Gregarious,1886.85,376,1,0.5,273.924,0,0,1,1,0,3,5421.725,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,Balaenopteridae,Balaenoptera,musculus,N,1.80E+08,30490,1261.408712,40150,2,Gregarious,1959.8,326.97,1,0.41,212.36,0,0,0,1,0,3,6729.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,Balaenopteridae,Balaenoptera,omurai,N,7334036,11000,1274.172272,29624.04824,2,Gregarious,2602.319847,331.8657399,1.000416313,0.461199783,242.5403118,0,0,0,1,0,3,4892.068,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,Balaenopteridae,Balaenoptera,physalus,N,8.00E+07,27920.53,1261.408712,42340,2,Gregarious,2666.41,342,1,0.4,216.917,0,0,0,1,0,3,7111.43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,Ziphiidae,Berardius,arnuxii,N,1.10E+07,12000,1251.881612,30660,2,Gregarious,2922,304.38,1,0.563299623,256.2374447,0,0,1,0,0,3,4418.484,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,Potoroidae,Bettongia,anhydra,N,1577.472315,663.3802222,371.8597155,4544.521622,4,Solitary,371.9439529,27.11268988,1.104813671,1.887454377,157.3733577,1,0,0,0,0,1.283319841,11.03415889,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
39,Potoroidae,Bettongia,gaimardi,N,1385,649,323,4307,4,Solitary,303.62,21.14,1,2.05,121.32,1,0,0,0,0,2,12.121,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
40,Potoroidae,Bettongia,lesueur,N,1447.27,645,360,3650,4,Gregarious,250.53,21.28,1,3,164.53,1,0,0,1,0,2,10.878,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
41,Potoroidae,Bettongia,penicillata,N,1101.175,725,365,6862,4,Gregarious,198.41,19.175,1,3,150,1,0,0,1,0,2,9.904,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
42,Potoroidae,Bettongia,pusilla,N,3416.443309,882.2366608,513.3281339,3291.61018,4,Solitary,427.6846454,29.60444115,1.115544278,1.731679929,209.5373458,1,0,0,0,0,1.178731746,14.80306442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,Potoroidae,Bettongia,tropica,N,1184.35,664,350,6862,4,Solitary,341.28,19.44,1,2.56,150,1,0,0,1,0,2,9.241,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
44,Bovidae,Bos,javanicus,Y,683333.335,2162.5,1522.424683,9891.5,4,Gregarious,797.31,295.89,1.22,1,296.571,1,0,0,0,0,1.249762698,459.6344293,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
45,Bovidae,Bos,taurus,Y,7.00E+05,2570.234149,1567.040054,9189.397516,4,Gregarious,612.5008681,283,1.1,0.924049356,180.0681943,1,0,0,0,0,1.08446746,424.9919727,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46,Bovidae,Bubalus,bubalis,Y,825000,2689.359999,2600,9710.827593,4,Gregarious,682.1792177,334,1.196904209,0.6,251.5295316,1,0,0,0,0,1.112980952,532.2464165,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
47,Burramyidae,Burramys,parvus,N,44.3,248,122.25,4380,4,Solitary,376.36,14.87,3.55,1,59.91,1,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
48,Potoroidae,Caloprymnus,campestris,N,908.285,682,282,4745,4,Solitary,398.3875839,45.66,1,1.899243472,164.2951455,1,0,0,0,0,1.319701587,9.18400186,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
49,Camelidae,Camelus,dromedarius,Y,8.00E+05,2552.351264,300,10646.94087,4,Gregarious,879.5748165,370,1,0.6,504,1,0,0,0,0,1.211166667,518.2128606,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50,Canidae,Canis,familiaris,Y,14000,1238,914,8170.083517,4,Gregarious,730,63,5,1,112,0,1,0,1,1,2.419072222,61.43653893,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51,Neobalaenidae,Caperea,marginata,N,4.00E+06,6090,1233.952506,21634.52899,2,Gregarious,1934.962083,304.4,1,0.62378839,175.019,0,0,0,1,0,3,2704.191,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,Bovidae,Capra,hircus,Y,40000,1190,1040,8132.626326,4,Gregarious,168,140,1.5,2,124.1846104,1,0,0,0,0,1.147878571,156.910495,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
53,Burramyidae,Cercartetus,caudatus,N,23.05,243,108.985,1168,4,Solitary,464.04,21.11815428,2.37,2,76.04,1,0,0,1,0,2,2.839,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
54,Burramyidae,Cercartetus,concinnus,N,40,167,70,3765.583,4,Solitary,274.24,52.14,4.3,1.5,56,1,0,0,1,0,2,0.311,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
55,Burramyidae,Cercartetus,lepidus,N,10.015,135,64,2753.360687,4,Solitary,91.32,28.51856172,3.665,1.55,89.99,1,0,0,1,0,2,0.373,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
56,Burramyidae,Cercartetus,nanus,N,60,180,70,3765.583,4,Solitary,193.8,26.91178616,3.98,2,62.25,1,0,0,1,0,2,0.445,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
57,Cervidae,Cervus,elaphus,Y,160166.665,2136.72,200,11497.5,4,Gregarious,659.91,244.401,1.035,0.905,156,1,0,0,0,0,1,353.575,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
58,Cervidae,Cervus,nippon,Y,52999.99,1450.255,1300.255,9599.5,4,Gregarious,518.12,223.66,1,1,172.572,1,0,0,0,0,1.062653175,214.9383836,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
59,Cervidae,Cervus,timorensis,N,109000,1798.334494,1770,9219.305341,4,Gregarious,593.0661377,244.8664823,1.12527746,0.973446397,212.9400934,1,0,0,0,0,1,186.066,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60,Cervidae,Cervus,unicolor,Y,192000,1966.298566,2460,9312.538311,4,Solitary,603.1423627,252.876377,1.183464189,0.965747863,192.5751598,1,0,0,0,0,1,282.534,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
61,Molossidae,Chaerephon,jobensis,N,20.71,125,84,3190.592402,4,Gregarious,433.6790069,158.7984863,1.16692096,1.073091726,61.95074208,0,0,0,1,0,3,0.36,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
62,Chaeropodidae,Chaeropus ,ecaudatus,N,600,380,260,2395.497897,4,Solitary,344.9205052,21.01556835,2,1.448867825,109.4283024,1,0,0,0,0,1.994177778,4.554678906,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
63,Chaeropodidae,Chaeropus ,yirratji,N,600,415,260,2200.779473,4,Solitary,341.0862647,21.04554496,4.660337313,1.434424857,108.1892144,1,0,0,0,0,2.162284921,4.568216079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,Vespertilionidae,Chalinolobus,dwyeri,N,8.74,106,56,2125.219145,4,Gregarious,381.056495,93.94987675,1.67,1,36.41,0,0,0,1,0,3,0.167,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Vespertilionidae,Chalinolobus,gouldii,N,15.87,125,75,2761.833,4,Gregarious,365.25,91.93,1.705,0.75,58.9576048,0,0,0,1,0,3,0.24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
66,Vespertilionidae,Chalinolobus,morio,N,8.91,105,57,730,4,Gregarious,376.2881345,94.32060572,1.19,1,47.00652309,0,0,0,1,0,3,0.184,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
67,Vespertilionidae,Chalinolobus,nigrogriseus,N,8.79,87,47,1579.241268,4,Gregarious,334.1158381,90.81152183,1.5,1.108217044,44.34554391,0,0,0,1,0,3,0.537,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
68,Vespertilionidae,Chalinolobus,picatus,N,5.86,82,45,1691.444067,4,Gregarious,249.8878591,68.52945351,2,1.26712071,44.88483251,0,0,0,1,0,3,0.198,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Muridae,Conilurus,albipes,N,200,500,260,2325.333465,4,Gregarious,192.1038981,35.98500503,2.341547619,2.050633643,33.08386736,1,0,0,1,0,1.206303175,3.943461844,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
70,Muridae,Conilurus,capricornensis,N,323.1133508,341.4431162,269.47251,3111.227504,4,Gregarious,186.6295473,40.35837567,2.236266385,2.08803519,35.0331257,1,0,0,1,0,1.833047619,27.9110811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,Muridae,Conilurus,penicillatus,N,159.51,353,165,1825,4,Gregarious,77,35.306,2,2.817124159,31,1,0,0,1,0,2,1.91,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
72,Muridae,Crunomys,celebensis,N,55,127,186.583399,3141.941524,4,Gregarious,125.2242406,31.36030141,3.478119002,2.716055067,42.37011783,1,0,0,1,0,1.900821429,26.51318855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,Petauridae,Dactylopsila,tatei,N,359,273,298.6021005,5178.519598,4,Gregarious,546.9391253,27.47847533,1.401177302,1.301035925,152.1229956,1,0,0,0,0,1.154028571,28.40097122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,Petauridae,Dactylopsila,trivirgata,N,406.705,622,280,3504,4,Solitary,530.7529758,18.20813873,1.52,1.1,173.4283908,1,0,0,1,0,3,6.04,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
75,Cervidae,Dama,dama,Y,63612.305,1894.911703,1750,9125,4,Gregarious,543.28,233,1.07,1,182.92,1,0,0,0,0,1.06816746,210.0249991,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
76,Dasyuridae,Dasycercus,blythi,N,110,265,165,2037.237764,4,Solitary,362.7630297,28.00762918,6.009215278,1.019732421,118.2923416,0,1,0,1,0,3,1.285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,Dasyuridae,Dasycercus,cristicauda,N,83.8,197.5,230,2701,4,Solitary,364.12,38.495,6.25,1,120,0,1,0,0,0,3,1.285,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
78,Dasyuridae,Dasykaluta,rosamondae,N,32.17,110,110,1095,4,Solitary,324.38,49.69,7.32,1,111.5,0,0,0,1,0,3,0.559,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
79,Dasyuridae,Dasyuroides,byrnei,N,105,170.245,165,2920,4,Solitary,299.95,32.745,6,2,110,0,1,0,0,0,3,1.554,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
80,Dasyuridae,Dasyurus,albopunctatus,N,555,435.1056654,336.9198296,2252.354176,4,Solitary,413.6341633,22.99123313,5.331478556,1.0417145,134.5557178,0,1,0,0,0,2.736450794,5.43424248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,Dasyuridae,Dasyurus,geoffroii,N,603.48,309.46,400,1669.875,4,Solitary,392.2275826,19.29,6.19,1.052653944,97.65,0,1,0,0,0,3,5.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,Dasyuridae,Dasyurus,hallucatus,N,1300,499.45,370,2278.208,4,Solitary,417.36,16.83,5.735,1,156.06,0,1,0,1,1,3,3.502,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
83,Dasyuridae,Dasyurus,maculatus,N,5000,1309,759,2156.542,4,Solitary,374.16,27.20015543,6.595,1,133.445,0,1,0,1,1,2,4.71,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
84,Dasyuridae,Dasyurus,spartacus,N,1782,593.645,400.9825385,2482,4,Solitary,374.39,21,4.47,1,135,0,1,0,0,0,2.762584921,6.967051521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,Dasyuridae,Dasyurus,viverrinus,N,885.67,590,370,1095,4,Solitary,391.0726629,19.12,6.78,1.061764071,97.65,0,1,0,1,0,2,5.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,Delphinidae,Delphinus,delphis,N,110000,2519.995,1194.146847,10594.125,2,Gregarious,1473.2,296.89,0.99,0.42,362.314,0,0,1,0,0,3,795.731,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,Macropodidae,Dendrolagus,bennettianus,N,9581,1590,706.715,7300,4,Solitary,649.4780321,32,1,1.1,600,1,0,0,0,0,1,18.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
88,Macropodidae,Dendrolagus,lumholtzi,N,6649.97,1510,710,3650,4,Gregarious,816.35,45,1,1,539.29,1,0,0,0,0,1,26.2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
89,Macropodidae,Dendrolagus,mayri,N,9250,706.715,674.1647847,7196.583,4,Solitary,543.9821081,32,1,1.423826532,600,1,0,0,0,0,1.068447619,48.65012574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
